mof,1s,2s,3s,4s,5s,6s,2p,3p,4p,5p,3d,4d,5d,4f,metal,nlinker,linker1smi,linker2smi,temperature,time,oxidation_state,solvent1,solvent2,solvent3, additive
WIPLOY_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1cc(C(=O)O)cc(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)c1,O=C(O)c1cc(C(=O)O)cc(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)c1,85,72,3,962,6228,0000,0000
WOPHIU01_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1cc(OCc2cccc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,Nn1c(-c2ccncc2)nnc1-c1ccncc1,85,72,2,962,6228,0000,0000
WOPHIU_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(OCc2cccc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,O=C(O)c1cc(OCc2cccc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,85,72,2,962,6228,0000,0000
YICGOI_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,c1cc(-c2ccc(N(c3ccc(-c4ccncc4)cc3)c3ccc(-c4ccncc4)cc3)cc2)ccn1,O=C(O)c1ccc(C(=O)O)cc1,85,72,2,962,6228,6342,0000
KIKFIV_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C(=O)O)cc3)c3ccccc23)cc1,O=C(O)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C(=O)O)cc3)c3ccccc23)cc1,85,96,3,962,0000,0000,944
OYIVEY_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(C2NNNN2)cc1,O=C(O)c1ccc(C2NNNN2)cc1,85,96,2,6228,702,0000,0000
MURBEI_clean,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(C(=O)O)c2)c1,85,120,3,12051,0000,0000,944
KUNMUD_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,Nn1c(-c2cccc(-c3ccncc3)c2)nnc1-c1cccc(-c2ccncc2)c1,Nn1c(-c2cccc(-c3ccncc3)c2)nnc1-c1cccc(-c2ccncc2)c1,90,20,2,962,887,0000,0000
BINROH_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc2cc(-c3cc(-c4ccc5cc(C(=O)O)ccc5c4)cc(-c4ccc5cc(C(=O)O)ccc5c4)c3)ccc2c1,O=C(O)c1ccc2cc(-c3cc(-c4ccc5cc(C(=O)O)ccc5c4)cc(-c4ccc5cc(C(=O)O)ccc5c4)c3)ccc2c1,90,24,2,962,12051,6228,313
DINNIZ_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)CCCCC(=O)O,O=C(O)CCCCC(=O)O,90,24,2,6228,702,0000,0000
FECYIX_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)C1CSC(C(=O)O)N1,O=C(O)C1CSC(C(=O)O)N1,90,24,2,962,0000,0000,0000
FIGQUJ_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,2,O=C(O)CCCC(=O)O,O=C(Nc1cccnc1)c1ccncc1,90,24,2,962,0000,0000,0000
IZEFEZ_charged,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cccc(NNc2cc3c(O)c(c2)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)C3)c1,O=C(O)c1cccc(NNc2cc3c(O)c(c2)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)C3)c1,90,24,2,6228,702,0000,0000
PUWDOA_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,90,24,2,962,6228,702,0000
UWUTIQ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccc(-c2ccncc2)cc1,O=C(O)c1ccc(C(=O)O)cc1,90,24,2,6228,0000,0000,0000
OMUSAS_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,CCC1(CC)c2cc(-c3ccc(C(=O)O)cc3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4ccc(C(=O)O)cc4)ccc2-3)C(CC)(CC)c2cc(-c3ccc(C(=O)O)cc3)ccc2-1,CCC1(CC)c2cc(-c3ccc(C(=O)O)cc3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4ccc(C(=O)O)cc4)ccc2-3)C(CC)(CC)c2cc(-c3ccc(C(=O)O)cc3)ccc2-1,90,48,2,6228,887,0000,0000
ROTQIC_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,CC(C(=O)O)n1c(=O)c2cc3c(=O)n(C(C)C(=O)O)c(=O)c3cc2c1=O,CC(C(=O)O)n1c(=O)c2cc3c(=O)n(C(C)C(=O)O)c(=O)c3cc2c1=O,90,48,2,6228,702,0000,0000
TAPHOJ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)O)c1,90,48,2,962,0000,0000,14798
XOTSEG_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,Cc1c(C#Cc2ccc(C(=O)O)cc2)c(C)c(C#Cc2ccc(C(=O)O)cc2)c(C)c1C#Cc1ccc(C(=O)O)cc1,Cc1c(C#Cc2ccc(C(=O)O)cc2)c(C)c(C#Cc2ccc(C(=O)O)cc2)c(C)c1C#Cc1ccc(C(=O)O)cc1,90,48,2,6228,0000,0000,0000
QOJKAB_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)O,O=C(O)O,90,68,2,962,0000,0000,0000
AVESOL_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,90,72,2,962,6228,0000,313
BUCWAZ_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc(COc2cc(C(=O)O)cc(C(=O)O)c2)c1,O=C(O)c1cc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc(COc2cc(C(=O)O)cc(C(=O)O)c2)c1,90,72,2,962,31374,0000,0000
GALCAZ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(-c2ccncc2)nc1,O=C(O)c1ccc(-c2ccncc2)nc1,90,72,2,6228,702,0000,8471
LASWIN_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,c1cc(-c2ccncc2)ccn1,c1cc(-c2ccncc2)ccn1,90,72,2,6228,0000,0000,0000
OKIPOO_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,C1=CN(c2ccc(Oc3ccc(-n4ccnc4)cc3)cc2)CN1,O=C(O)c1ccc(C(=O)O)cc1,90,72,2,962,6228,0000,0000
OKIPUU_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1cn(-c2ccc(Oc3ccc(-n4ccnc4)cc3)cc2)cn1,O=C(O)c1ccc(C(=O)O)cc1,90,72,2,962,6228,0000,0000
REYPES_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cc(NNc2ccncc2)ccn1,O=C(O)c1nn[nH]c1C(=O)O,90,72,2,962,0000,0000,0000
VAXVEX_charged,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,c1cc(-n2cnnc2)ccc1CCc1ccc(-n2cnnc2)cc1,c1cc(-n2cnnc2)ccc1CCc1ccc(-n2cnnc2)cc1,90,72,2,962,887,0000,0000
IKUTIT_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,1,Nc1cc(C(=O)O)c(N)cc1C(=O)O,Nc1cc(C(=O)O)c(N)cc1C(=O)O,95,24,3,6228,0000,0000,0000
IKUTOZ_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,2,O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12,Nc1cc(C(=O)O)c(N)cc1C(=O)O,95,24,3,6228,0000,0000,0000
IKUTUF_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,1,N#Cc1cc(C(=O)O)cc(C(=O)O)c1,N#Cc1cc(C(=O)O)cc(C(=O)O)c1,95,24,3,6228,0000,0000,0000
YOZQAG_charged,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2,95,24,2,962,6228,0000,0000
YOZQEK_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2,95,24,2,6228,0000,0000,0000
ACAKUM_clean,2,2,2,2,2,2,6 ,6,6,6,10,10,1,0,La,1,O=C(O)c1cc(C(=O)O)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)c1,95,72,3,962,0000,0000,0000
AJAMEF_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,c1cc(-c2cncc(-c3ccncc3)c2)ccn1,O=C(O)C1CCC(C(=O)O)CC1,95,72,2,962,6342,31374,0000
HEDTER_clean,2,2,2,2,0,0,6,6,0,0,8,0,0,0,Ni,2,c1cc(-c2ccc(N(c3ccc(-c4ccncc4)cc3)c3ccc(-c4ccncc4)cc3)cc2)ccn1,O=C(O)C1CCC(C(=O)O)CC1,95,72,2,962,6228,6342,0000
MICDEJ_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1,95,72,2,962,6228,0000,0000
SARNOQ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,n1n[nH]c(-c2n[nH]nc2-c2nnn[nH]2)n1,n1n[nH]c(-c2n[nH]nc2-c2nnn[nH]2)n1,95,72,2,31374,0000,0000,0000
ZOFZUR_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,95,72,2,6228,0000,0000,944
BOWZUK_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,c1cn(-c2ccc(N(c3ccc(-n4ccnc4)cc3)c3ccc(-n4ccnc4)cc3)cc2)cn1,c1cn(-c2ccc(N(c3ccc(-n4ccnc4)cc3)c3ccc(-n4ccnc4)cc3)cc2)cn1,100,12,2,962,6228,887,0000
ANUGIA_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1,100,18,2,962,31275,6228,313
ANUGOG_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1,100,18,2,962,31275,13387,0000
LENKIA_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(O)c(C(=O)O)cc1O,O=C(O)c1cc(O)c(C(=O)O)cc1O,100,18,2,962,6228,0000,0000
VALVAI_clean,2,2,2,2,2,0,6,6,6,0,10,1,0,0,Y,1,O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)O)cc1,100,20,3,962,6228,0000,0000
DUPJAB_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1nnc[nH]1,O=C(O)c1ccc(C(=O)O)cc1,100,24,2,962,6228,0000,0000
EXOTUH_SL,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,O=C(O)c1cccc(C(=O)O)c1-c1c(C(=O)O)cccc1C(=O)O,c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1,100,24,2,6228,0000,0000,0000
TILHAZ_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)CCCCC(=O)O,O=C(O)CCCCC(=O)O,100,24,2,6228,702,0000,0000
YODRAM_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1ccncc1,O=C(O)c1ccncc1,100,24,2,6228,702,0000,0000
GOBSUM_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,O=C(O)c1ccc(C(=O)O)cc1,C1CN2CCN1CC2,100,36,2,6228,6342,0000,0000
AJAKON_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,100,40,2,962,702,31374,28118
DAMZEZ_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,CCc1nccn1Cc1ccc(Cn2ccnc2CC)cc1,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,100,48,2,6228,0000,0000,944
EXEMUR_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(N2C=CC(=C3C=CN(c4ccc(C(=O)O)cc4)C=C3)C=C2)cc1,O=C(O)c1ccc(N2C=CC(=C3C=CN(c4ccc(C(=O)O)cc4)C=C3)C=C2)cc1,100,48,2,962,31275,6228,0000
GETXAG_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,Nc1ccc(-c2nnn[nH]2)cc1,Nc1ccc(-c2nnn[nH]2)cc1,100,48,2,962,0000,0000,14798
LAZJIH_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,100,48,2,962,6228,0000,0000
PASNAA01_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)C1C(C(=O)O)C(C(=O)O)C(C(=O)O)C(C(=O)O)C1C(=O)O,O=C(O)C1C(C(=O)O)C(C(=O)O)C(C(=O)O)C(C(=O)O)C1C(=O)O,100,48,2,962,0000,0000,14798
QUFKIN_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,2,Nc1ncnc2[nH]cnc12,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,100,48,2,962,0000,0000,0000
SODQOT_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,100,48,2,31374,0000,0000,944
UWOWAF_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1ccc(-c2ccc(C(=O)O)s2)s1,O=C(O)c1ccc(-c2ccc(C(=O)O)s2)s1,100,48,2,702,6228,0000,0000
VOLPET_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(C(=O)O)s1,O=C(O)c1ccc(C(=O)O)s1,100,48,2,6228,6342,0000,0000
XOPLUL_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(C(=O)O)o1,O=C(O)c1ccc(C(=O)O)o1,100,48,2,962,6228,0000,0000
HIFGIO_SL,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,Cc1cc(-c2ccc(C(=O)O)cc2)c(C)cc1-c1ccc(C(=O)O)cc1,Cc1cc(-c2ccc(C(=O)O)cc2)c(C)cc1-c1ccc(C(=O)O)cc1,100,60,2,6228,702,0000,14798
HUTTIA_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cc(CNNCc2ccncc2)ccn1,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1,100,60,2,6228,0000,0000,0000
AVESUR_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,100,72,2,962,6228,0000,313
BAFCAP_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,CCC1c2cc(c(OCC(=O)O)cc2OC)C(CC)c2cc(c(OCC(=O)O)cc2OC)C(CC)c2cc(c(OCC(=O)O)cc2OC)C(C)c2cc1c(OCC(=O)O)cc2OC,CCC1c2cc(c(OCC(=O)O)cc2OC)C(CC)c2cc(c(OCC(=O)O)cc2OC)C(CC)c2cc(c(OCC(=O)O)cc2OC)C(C)c2cc1c(OCC(=O)O)cc2OC,100,72,2,962,6228,0000,0000
CUKXAJ_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,100,72,2,962,6228,0000,313
CUKXIR_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,100,72,2,962,6228,0000,313
GAJVEU_charged,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)O)cc1,100,72,2,6228,0000,0000,8471
GAJVIY_charged,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,100,72,2,6228,0000,0000,0000
LAHTUM_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1cc(-c2ccncc2)ccn1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(C(=O)O)cc2C(=O)O)cc1,100,72,2,6228,702,0000,0000
LAHVAU_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(C(=O)O)cc2C(=O)O)cc1,Nc1cnccc1-c1ccncc1N,100,72,2,6228,702,0000,0000
LOXBEH_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1cn(-c2cc(-n3ccnc3)cc(-n3ccnc3)c2)cn1,O=C(O)c1cc(C(=O)O)cc(C(=O)N2CCCC2C(=O)O)c1,100,72,2,962,6228,0000,0000
NAYZUK_SL,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1ccc(C(=O)O)c2ccccc12,O=C(O)c1ccc(C(=O)O)c2ccccc12,100,72,3,962,6342,0000,14798
OHIHET_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,c1cn(-c2ccc(-c3cc[nH]c3)cc2)cn1,c1cn(-c2ccc(-c3cc[nH]c3)cc2)cn1,100,72,2,962,0000,0000,14798
OQUCOU_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,CC(Oc1cc(C(=O)O)cc(C(=O)O)c1)C(=O)O,CC(Oc1cc(C(=O)O)cc(C(=O)O)c1)C(=O)O,100,72,2,962,0000,0000,0000
QAGQEW_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc2c(s1)c1cc(C(=O)O)sc1c1cc(C(=O)O)sc21,O=C(O)c1cc2c(s1)c1cc(C(=O)O)sc1c1cc(C(=O)O)sc21,100,72,2,31374,0000,0000,28118
QIVZEC_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,CC(=NN=C(C)c1ccncc1)c1ccncc1,O=C(O)C=CC=CC(=O)O,100,72,2,962,0000,0000,14798
XICDUI_charged,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,100,72,1,241,6212,0000,0000
VOXQOQ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,Cc1nnn[nH]1,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,100,80,2,6228,702,0000,0000
CABDER_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,O=C(NCc1ccncc1)c1ccncc1,CC(C)(CC(=O)O)C(=O)O,100,96,2,962,0000,0000,14798
TAGTIH_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc(C(=O)O)o1,O=C(O)c1ccc(C(=O)O)o1,100,120,2,31374,0000,0000,0000
XASNUD_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,100,120,2,31374,0000,0000,28118
XASPEP_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,100,120,2,6228,0000,0000,28118
IBUBIT_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1nc[nH]n1,O=C(O)c1ccc(C(=O)O)cc1,100,144,2,962,6228,0000,0000
SAMVEK_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,CC(=O)O,CC(=O)O,100,144,2,31374,887,0000,176
ZEZPAX01_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,1,O=C(O)c1ccnc(-c2cc(C(=O)O)ccn2)c1,O=C(O)c1ccnc(-c2cc(C(=O)O)ccn2)c1,100,144,3,6228,0000,0000,0000
BINSAU_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1ccc2cc(-c3cc(-c4ccc5cc(C(=O)O)ccc5c4)cc(-c4ccc5cc(C(=O)O)ccc5c4)c3)ccc2c1,O=C(O)c1ccc2cc(-c3cc(-c4ccc5cc(C(=O)O)ccc5c4)cc(-c4ccc5cc(C(=O)O)ccc5c4)c3)ccc2c1,100,168,2,6228,0000,0000,0000
ORUKET_clean,2,2,2,0,0,0,6,0,0,0,0,0,0,0,Mg,1,O=C(O)c1ccc(O[PH]2(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N2)cc1,O=C(O)c1ccc(O[PH]2(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N[PH](Oc3ccc(C(=O)O)cc3)(Oc3ccc(C(=O)O)cc3)N2)cc1,100,192,2,962,702,31374,313
VEHROR_charged,2,2,2,2,2,2,6 ,6,6,6,10,10,1,0,La,1,O=C(O)c1cccc(C(=O)O)n1,O=C(O)c1cccc(C(=O)O)n1,102,48,3,962,0000,0000,944
VEGMIE01_charged,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)O)cc1,102,72,2,12051,0000,0000,0000
MUNDEG_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2cncc(C(=O)O)c2)cc1,O=C(O)c1ccc(-c2cncc(C(=O)O)c2)cc1,105,12,1,31275,6228,0000,944
ADASUV_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1cc(OCc2cc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,O=C(O)c1cc(OCc2cc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,105,23,2,6228,13387,0000,0000
CUTBIE_clean,2,2,2,2,2,2,6 ,6,6,6,10,10,1,0,La,1,O=C(O)c1ccc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)cc1,O=C(O)c1ccc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)cc1,105,24,3,6228,0000,0000,944
EXOFIH_clean,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,105,36,3,702,31374,0000,944
YIJYUN_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)C1CC(C(=O)O)C(C(=O)O)C1C(=O)O,C(=Cc1ccncc1)c1ccncc1,105,60,2,962,0000,0000,0000
ALIXOJ_clean,2,2,2,2,0,0,6,6,0,0,8,0,0,0,Ni,1,O=C(O)c1cc(Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,105,72,2,962,6228,0000,0000
